Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
I6X849	I6X849_MYCTU	unreviewed	Conserved hypothetical proline rich protein	Rv3706c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	106	Rv3706c				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AL123456;			NP_218223.1;WP_003419816.1;
O06170	O06170_MYCTU	unreviewed	Possible conserved proline rich membrane protein	Rv2507	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273	Rv2507				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AL123456;			NP_217023.1;WP_003412795.1;
I6X5Z8	I6X5Z8_MYCTU	unreviewed	Possible conserved transmembrane protein	Rv3000	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	219	Rv3000				1 out of 5	cellular iron ion homeostasis [GO:0006879]	integral component of plasma membrane [GO:0005887]	ATP binding [GO:0005524]	GO:0005524; GO:0005887; GO:0006879	integral component of plasma membrane [GO:0005887]; ATP binding [GO:0005524]; cellular iron ion homeostasis [GO:0006879]	AL123456;			NP_217516.1;WP_003415160.1;
O06312	O06312_MYCTU	unreviewed	Magnesium transporter MgtE	mgtE Rv0362	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	460	Rv0362		mgtE		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]	GO:0005886; GO:0015095; GO:0016021; GO:0046872	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]	AL123456;			NP_214876.1;WP_003898415.1;
P96834	P96834_MYCTU	unreviewed	NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)	pntB Rv0157	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	475	Rv0157		pntB		2 out of 5		integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	NAD(P)+ transhydrogenase (AB-specific) activity [GO:0008750]; NADP binding [GO:0050661]	GO:0005886; GO:0005887; GO:0008750; GO:0050661	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; NAD(P)+ transhydrogenase (AB-specific) activity [GO:0008750]; NADP binding [GO:0050661]	AL123456;			NP_214671.1;WP_003899835.1;
O06568	O06568_MYCTU	unreviewed	Uncharacterized protein	Rv1116	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	61	Rv1116				1 out of 5						AL123456;			NP_215632.1;WP_003901093.1;
O07242	O07242_MYCTU	unreviewed	Possible beta-1,3-glucanase	Rv0315	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	294	Rv0315				1 out of 5	carbohydrate metabolic process [GO:0005975]	extracellular region [GO:0005576]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]	GO:0004553; GO:0005576; GO:0005975; GO:0046872	extracellular region [GO:0005576]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]	AL123456;			NP_214829.1;WP_003911156.1;
I6Y8X8	I6Y8X8_MYCTU	unreviewed	Putative transposase	Rv0850	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	110	Rv0850				1 out of 5						AL123456;			WP_003404404.1;
P71538	P71538_MYCTU	unreviewed	Biotin carboxyl carrier protein (EC 6.3.4.14) (Biotin carboxylase)	accA2 Rv0973c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	667	Rv0973c		accA2		2 out of 5		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; CoA carboxylase activity [GO:0016421]; metal ion binding [GO:0046872]	GO:0005524; GO:0005886; GO:0016421; GO:0046872	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; CoA carboxylase activity [GO:0016421]; metal ion binding [GO:0046872]	AL123456;			NP_215488.1;WP_003900244.1;
O06152	O06152_MYCTU	unreviewed	Probable mannosyltransferase. Probable conserved transmembrane protein	Rv1635c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	556	Rv1635c				1 out of 5		extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transferase activity, transferring pentosyl groups [GO:0016763]	GO:0005576; GO:0005886; GO:0016021; GO:0016763	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transferase activity, transferring pentosyl groups [GO:0016763]	AL123456;			NP_216151.1;WP_003408080.1;
O07422	O07422_MYCTU	unreviewed	Probable conserved Mce associated membrane protein	Rv0178	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244	Rv0178				2 out of 5	biological process involved in interaction with host [GO:0051701]	extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]		GO:0005576; GO:0005886; GO:0005887; GO:0051701	extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; biological process involved in interaction with host [GO:0051701]	AL123456;			NP_214692.1;WP_003899844.1;
Q10896	Q10896_MYCTU	unreviewed	Mycobactin synthetase protein B (Phenyloxazoline synthase MbtB)	nrp Rv0101	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	2512	Rv0101		nrp		3 out of 5	amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]	cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]	GO:0005618; GO:0005737; GO:0005829; GO:0005886; GO:0016491; GO:0031177; GO:0043041; GO:0044550	cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]	AL123456;			NP_214615.1;WP_003400794.1;
O53873	O53873_MYCTU	unreviewed	DNA helicase (EC 3.6.4.12)	ercc3 Rv0861c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	542	Rv0861c		ercc3		2 out of 5		cell wall [GO:0005618]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	GO:0003677; GO:0003678; GO:0005524; GO:0005618; GO:0005886; GO:0016787	cell wall [GO:0005618]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	AL123456;			NP_215376.3;WP_003404428.1;
O07406	O07406_MYCTU	unreviewed	Possible oxidoreductase	Rv0161	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449	Rv0161				1 out of 5	lactate oxidation [GO:0019516]; respiratory electron transport chain [GO:0022904]	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0019516; GO:0022904; GO:0031234; GO:0071949	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; lactate oxidation [GO:0019516]; respiratory electron transport chain [GO:0022904]	AL123456;			NP_214675.1;WP_003401056.1;
P96366	P96366_MYCTU	unreviewed	Probable transposase	Rv1035c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	228	Rv1035c				1 out of 5		cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]		GO:0005618; GO:0005829; GO:0005886	cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	AL123456;			
L0TBY6	L0TBY6_MYCTU	unreviewed	Possible flavoprotein	Rv2250A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139	Rv2250A				1 out of 5						AL123456;			
I6YEE9	I6YEE9_MYCTU	unreviewed	Uncharacterized protein	Rv2804c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	209	Rv2804c				1 out of 5						AL123456;			NP_217320.1;WP_003899487.1;
O07239	O07239_MYCTU	unreviewed	Conserved hypothetical proline and threonine rich protein	Rv0312	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	620	Rv0312				1 out of 5		extracellular region [GO:0005576]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005576; GO:0005886; GO:0016887	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]	AL123456;			NP_214826.1;WP_003900119.1;
Q79FN0	Q79FN0_MYCTU	unreviewed	NAD(P)-bd_dom domain-containing protein	Rv1508A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	120	Rv1508A				1 out of 5	GDP-mannose metabolic process [GO:0019673]		GDP-mannose 4,6-dehydratase activity [GO:0008446]	GO:0008446; GO:0019673	GDP-mannose 4,6-dehydratase activity [GO:0008446]; GDP-mannose metabolic process [GO:0019673]	AL123456;			WP_003407628.1;YP_177649.1;
O53613	O53613_MYCTU	unreviewed	Probable oxidoreductase	Rv0068	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	303	Rv0068				1 out of 5		plasma membrane [GO:0005886]	oxidoreductase activity [GO:0016491]	GO:0005886; GO:0016491	plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]	AL123456;			NP_214582.1;WP_003912371.1;
Q6MX26	Q6MX26_MYCTU	unreviewed	PE-PGRS family protein PE_PGRS48	PE_PGRS48 Rv2853	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	615	Rv2853		PE_PGRS48		1 out of 5						AL123456;			WP_010886155.1;YP_177909.1;
Q6MWW6	Q6MWW6_MYCTU	unreviewed	PE-PGRS family protein PE_PGRS57	PE_PGRS57 Rv3514	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1489	Rv3514		PE_PGRS57		1 out of 5						AL123456;			WP_010886175.1;YP_177982.1;
I6XWB9	I6XWB9_MYCTU	unreviewed	Uncharacterized protein	Rv0810c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	60	Rv0810c				1 out of 5						AL123456;			NP_215325.1;WP_003404135.1;
O53390	O53390_MYCTU	unreviewed	Probable O-acetylhomoserine sulfhydrylase MetC (Homocysteine synthase) (O-acetylhomoserine (Thiol)-lyase) (OAH sulfhydrylase) (O-acetyl-L-homoserine sulfhydrylase)	metC Rv3340	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449	Rv3340		metC		2 out of 5	methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]		lyase activity [GO:0016829]; pyridoxal phosphate binding [GO:0030170]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	GO:0009086; GO:0016765; GO:0016829; GO:0019346; GO:0030170	lyase activity [GO:0016829]; pyridoxal phosphate binding [GO:0030170]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]	AL123456;			NP_217857.1;WP_003900028.1;
I6Y3S9	I6Y3S9_MYCTU	unreviewed	Possible oxidoreductase	Rv3530c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	260	Rv3530c				1 out of 5			oxidoreductase activity [GO:0016491]	GO:0016491	oxidoreductase activity [GO:0016491]	AL123456;			NP_218047.1;WP_003419223.1;
I6Y4E8	I6Y4E8_MYCTU	unreviewed	Probable enoyl-CoA hydratase EchA5 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)	echA5 Rv0675	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	263	Rv0675		echA5		1 out of 5			enoyl-CoA hydratase activity [GO:0004300]	GO:0004300	enoyl-CoA hydratase activity [GO:0004300]	AL123456;			WP_003403433.1;YP_177745.1;
I6YC95	I6YC95_MYCTU	unreviewed	Mce-family protein Mce4F	mce4F Rv3494c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	564	Rv3494c		mce4F		1 out of 5		cell wall [GO:0005618]		GO:0005618	cell wall [GO:0005618]	AL123456;			NP_218011.1;WP_003418963.1;
I6WYY7	I6WYY7_MYCTU	unreviewed	(3R)-hydroxyacyl-ACP dehydratase subunit HadB	hadB Rv0636	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142	Rv0636		hadB		1 out of 5	fatty acid metabolic process [GO:0006631]			GO:0006631	fatty acid metabolic process [GO:0006631]	AL123456;			NP_215150.1;WP_003903106.1;
I6WZI4	I6WZI4_MYCTU	unreviewed	Conserved protein	Rv0822c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	684	Rv0822c				1 out of 5						AL123456;			NP_215337.1;WP_003898600.1;
I6X562	I6X562_MYCTU	unreviewed	Uncharacterized protein	Rv2708c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	82	Rv2708c				1 out of 5						AL123456;			NP_217224.1;WP_003899441.1;
O06789	O06789_MYCTU	unreviewed	Uncharacterized protein	Rv1752	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	149	Rv1752				1 out of 5						AL123456;			NP_216268.1;WP_003408562.1;
O53572	O53572_MYCTU	unreviewed	Probable conserved membrane protein	Rv3587c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	264	Rv3587c				1 out of 5		extracellular region [GO:0005576]; integral component of membrane [GO:0016021]		GO:0005576; GO:0016021	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]	AL123456;			NP_218104.1;WP_003419490.1;
O69637	O69637_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv3669	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	172	Rv3669				1 out of 5		integral component of plasma membrane [GO:0005887]		GO:0005887	integral component of plasma membrane [GO:0005887]	AL123456;			NP_218186.1;WP_003419710.1;
P95072	P95072_MYCTU	unreviewed	Possible protease IV SppA (Endopeptidase IV) (Signal peptide peptidase)	sppA Rv0724	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	623	Rv0724		sppA		2 out of 5	signal peptide processing [GO:0006465]	cell wall [GO:0005618]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	peptidase activity [GO:0008233]	GO:0005618; GO:0005886; GO:0006465; GO:0008233; GO:0016021	cell wall [GO:0005618]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; peptidase activity [GO:0008233]; signal peptide processing [GO:0006465]	AL123456;			NP_215238.1;WP_003898564.1;
O33360	O33360_MYCTU	unreviewed	Conserved 13E12 repeat family protein	Rv0515	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	503	Rv0515				1 out of 5						AL123456;			NP_215029.1;WP_003898492.1;
Q6MX22	Q6MX22_MYCTU	unreviewed	Possible transposase	Rv2943A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	176	Rv2943A				1 out of 5	DNA replication [GO:0006260]; DNA strand elongation involved in DNA replication [GO:0006271]		ATP binding [GO:0005524]	GO:0005524; GO:0006260; GO:0006271	ATP binding [GO:0005524]; DNA replication [GO:0006260]; DNA strand elongation involved in DNA replication [GO:0006271]	AL123456;			WP_003414865.1;YP_177680.1;
I6YCR8	I6YCR8_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv3689	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	451	Rv3689				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AL123456;			NP_218206.1;WP_003899640.1;
O53837	O53837_MYCTU	unreviewed	DUF2236 domain-containing protein	Rv0826	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	351	Rv0826				1 out of 5		plasma membrane [GO:0005886]	oxidoreductase activity [GO:0016491]	GO:0005886; GO:0016491	plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]	AL123456;			NP_215341.1;WP_003898602.1;
O53362	O53362_MYCTU	unreviewed	Conserved protein	Rv3311	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	420	Rv3311				1 out of 5						AL123456;			NP_217828.1;WP_003417251.1;
I6Y1U3	I6Y1U3_MYCTU	unreviewed	Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpE	ugpE Rv2834c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	275	Rv2834c		ugpE		1 out of 5	transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	AL123456;			NP_217350.1;WP_003414504.1;
O05873	O05873_MYCTU	unreviewed	Uncharacterized protein	Rv3228	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	330	Rv3228				1 out of 5	ribosome biogenesis [GO:0042254]		GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]	GO:0003924; GO:0005525; GO:0019843; GO:0042254; GO:0046872	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; ribosome biogenesis [GO:0042254]	AL123456;			NP_217745.1;WP_003416916.1;
O06231	O06231_MYCTU	unreviewed	Probable transmembrane protein	Rv2144c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	118	Rv2144c				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AL123456;			NP_216660.1;WP_003411130.1;
Q79G05	Q79G05_MYCTU	unreviewed	PE family protein PE2	PE2 Rv0152c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	525	Rv0152c		PE2		1 out of 5		plasma membrane [GO:0005886]		GO:0005886	plasma membrane [GO:0005886]	AL123456;			WP_003401003.1;YP_177696.1;
O53682	O53682_MYCTU	unreviewed	DUF2236 domain-containing protein	Rv0276	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	306	Rv0276				1 out of 5		plasma membrane [GO:0005886]	oxidoreductase activity [GO:0016491]	GO:0005886; GO:0016491	plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]	AL123456;			NP_214790.1;WP_003401404.1;
O53149	O53149_MYCTU	unreviewed	Probable unidentified antibiotic-transport ATP-binding protein ABC transporter	Rv1458c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	313	Rv1458c				1 out of 5		plasma membrane [GO:0005886]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0042626	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	AL123456;			NP_215974.1;WP_003407477.1;
I6YCQ4	I6YCQ4_MYCTU	unreviewed	Possible epoxide hydrolase EphE (Epoxide hydratase) (Arene-oxide hydratase)	ephE Rv3670	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	327	Rv3670		ephE		1 out of 5			hydrolase activity [GO:0016787]	GO:0016787	hydrolase activity [GO:0016787]	AL123456;			NP_218187.1;WP_003419712.1;
P71708	P71708_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv0051	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	560	Rv0051				2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transferase activity, transferring hexosyl groups [GO:0016758]	GO:0005886; GO:0016021; GO:0016758	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transferase activity, transferring hexosyl groups [GO:0016758]	AL123456;			NP_214565.1;WP_003400514.1;
I6X824	I6X824_MYCTU	unreviewed	Uncharacterized protein	Rv3678A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	53	Rv3678A				1 out of 5						AL123456;			WP_003419736.1;YP_178004.1;
P95205	P95205_MYCTU	unreviewed	Conserved 13E12 repeat family protein	Rv0397	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	122	Rv0397				1 out of 5						AL123456;			NP_214911.1;WP_003401960.1;
I6Y1W3	I6Y1W3_MYCTU	unreviewed	Probable short-chain type dehydrogenase/reductase	Rv2857c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	258	Rv2857c				1 out of 5			oxidoreductase activity [GO:0016491]	GO:0016491	oxidoreductase activity [GO:0016491]	AL123456;			NP_217373.1;WP_003414570.1;
O05819	O05819_MYCTU	unreviewed	Mycobactin synthetase protein B (Phenyloxazoline synthase MbtB)	mbtF Rv2379c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1461	Rv2379c		mbtF		3 out of 5	amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]	cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	catalytic activity [GO:0003824]; phosphopantetheine binding [GO:0031177]	GO:0003824; GO:0005618; GO:0005737; GO:0005829; GO:0005886; GO:0031177; GO:0043041; GO:0044550	cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; catalytic activity [GO:0003824]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]	AL123456;			NP_216895.1;WP_003916032.1;
P71616	P71616_MYCTU	unreviewed	Possible DNA-damage-inducible protein F DinF	dinF Rv2836c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	439	Rv2836c		dinF		1 out of 5		integral component of membrane [GO:0016021]	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0015297; GO:0016021; GO:0042910	integral component of membrane [GO:0016021]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	AL123456;			NP_217352.1;WP_003414506.1;
P95197	P95197_MYCTU	unreviewed	Probable phosphoribosylglycinamide formyltransferase 2 PurT (GART 2) (Gar transformylase 2) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent gar transformylase)	purT Rv0389	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	419	Rv0389		purT		1 out of 5	purine ribonucleotide biosynthetic process [GO:0009152]	cytosol [GO:0005829]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]	GO:0000287; GO:0004644; GO:0005524; GO:0005829; GO:0009152	cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; purine ribonucleotide biosynthetic process [GO:0009152]	AL123456;			NP_214903.1;WP_003898427.1;
O06138	O06138_MYCTU	unreviewed	Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydD	cydD Rv1621c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	527	Rv1621c		cydD		2 out of 5	cysteine transport [GO:0042883]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0016021; GO:0042626; GO:0042883; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cysteine transport [GO:0042883]; transmembrane transport [GO:0055085]	AL123456;			NP_216137.1;WP_003408022.1;
O05857	O05857_MYCTU	unreviewed	Conserved hypothetical threonine and proline rich protein	Rv3209	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	186	Rv3209				1 out of 5		extracellular region [GO:0005576]		GO:0005576	extracellular region [GO:0005576]	AL123456;			NP_217725.1;WP_003416868.1;
P96229	P96229_MYCTU	unreviewed	GDT1 family protein	Rv3848	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302	Rv3848				2 out of 5		integral component of membrane [GO:0016021]	metal ion transmembrane transporter activity [GO:0046873]	GO:0016021; GO:0046873	integral component of membrane [GO:0016021]; metal ion transmembrane transporter activity [GO:0046873]	AL123456;			NP_218365.1;WP_003399745.1;
O53222	O53222_MYCTU	unreviewed	Uncharacterized protein	Rv2517c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83	Rv2517c				1 out of 5						AL123456;			NP_217033.1;WP_003412936.1;
O53518	O53518_MYCTU	unreviewed	Uncharacterized protein	Rv2184c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	379	Rv2184c				1 out of 5			ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	AL123456;			NP_216700.1;WP_003411348.1;
O50417	O50417_MYCTU	unreviewed	Possible multi-functional enzyme with acyl-CoA-reductase activity AcrA1	acrA1 Rv3391	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	650	Rv3391		acrA1		1 out of 5		plasma membrane [GO:0005886]	oxidoreductase activity [GO:0016491]	GO:0005886; GO:0016491	plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]	AL123456;			NP_217908.1;WP_003417940.1;
P96878	P96878_MYCTU	unreviewed	Carbonic anhydrase (EC 4.2.1.1)	Rv3273	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	764	Rv3273				3 out of 5	carbon utilization [GO:0015976]; fumarate transport [GO:0015741]; succinate transmembrane transport [GO:0071422]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	carbonate dehydratase activity [GO:0004089]; fumarate transmembrane transporter activity [GO:0015138]; L-aspartate transmembrane transporter activity [GO:0015183]; secondary active sulfate transmembrane transporter activity [GO:0008271]; succinate transmembrane transporter activity [GO:0015141]; zinc ion binding [GO:0008270]	GO:0004089; GO:0005886; GO:0005887; GO:0008270; GO:0008271; GO:0015138; GO:0015141; GO:0015183; GO:0015741; GO:0015976; GO:0071422	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; carbonate dehydratase activity [GO:0004089]; fumarate transmembrane transporter activity [GO:0015138]; L-aspartate transmembrane transporter activity [GO:0015183]; secondary active sulfate transmembrane transporter activity [GO:0008271]; succinate transmembrane transporter activity [GO:0015141]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]; fumarate transport [GO:0015741]; succinate transmembrane transport [GO:0071422]	AL123456;			NP_217790.1;WP_003417121.1;
O07257	O07257_MYCTU	unreviewed	Uncharacterized protein	Rv2059	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	511	Rv2059				1 out of 5	metal ion transport [GO:0030001]	cell wall [GO:0005618]; plasma membrane [GO:0005886]	metal ion binding [GO:0046872]	GO:0005618; GO:0005886; GO:0030001; GO:0046872	cell wall [GO:0005618]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; metal ion transport [GO:0030001]	AL123456;			NP_216575.1;WP_003410643.1;
