Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P75931	YCEM_ECOLI	reviewed	Putative oxidoreductase YceM (EC 1.-.-.-)	yceM mviM b1068 JW1055	Escherichia coli (strain K12)	307	b1068 JW1055		yceM	mviM	2 out of 5			nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]	GO:0000166; GO:0016491	nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]	U00096;AP009048;	AAC74152;BAA35876;		NP_415586.1;WP_000736158.1;
Q47157	YAFO_ECOLI	reviewed	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)	yafO b0233 JW0223	Escherichia coli (strain K12)	132	b0233 JW0223		yafO		3 out of 5	DNA repair [GO:0006281]; negative regulation of translation [GO:0017148]; SOS response [GO:0009432]		endoribonuclease activity [GO:0004521]; ribosomal large subunit binding [GO:0043023]; RNA binding [GO:0003723]	GO:0003723; GO:0004521; GO:0006281; GO:0009432; GO:0017148; GO:0043023	endoribonuclease activity [GO:0004521]; ribosomal large subunit binding [GO:0043023]; RNA binding [GO:0003723]; DNA repair [GO:0006281]; negative regulation of translation [GO:0017148]; SOS response [GO:0009432]	D38582;U70214;U00096;AP009048;	AAC73337;BAA77902;		NP_414768.1;WP_001263489.1;
P75863	YCBX_ECOLI	reviewed	Uncharacterized protein YcbX	ycbX b0947 JW5126	Escherichia coli (strain K12)	369	b0947 JW5126		ycbX		2 out of 5	response to toxic substance [GO:0009636]; toxin catabolic process [GO:0009407]		2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]	GO:0009055; GO:0009407; GO:0009636; GO:0030151; GO:0030170; GO:0051537	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]; response to toxic substance [GO:0009636]; toxin catabolic process [GO:0009407]	U00096;AP009048;	AAC74033;BAA35702;		NP_415467.1;WP_000212426.1;
P45807	YBAM_ECOLI	reviewed	Uncharacterized protein YbaM	ybaM b0466 JW0455	Escherichia coli (strain K12)	53	b0466 JW0455		ybaM		1 out of 5	cellular response to cell envelope stress [GO:0036460]			GO:0036460	cellular response to cell envelope stress [GO:0036460]	U82664;U00096;AP009048;	AAC73568;BAE76245;		NP_414999.1;WP_000051153.1;
P0AAS7	YBCJ_ECOLI	reviewed	Uncharacterized protein YbcJ	ybcJ b0528 JW5070	Escherichia coli (strain K12)	70	b0528 JW5070		ybcJ		3 out of 5	translation [GO:0006412]	cytosol [GO:0005829]	RNA binding [GO:0003723]	GO:0003723; GO:0005829; GO:0006412	cytosol [GO:0005829]; RNA binding [GO:0003723]; translation [GO:0006412]	U82664;U00096;AP009048;	AAC73630;BAE76305;		NP_415061.2;WP_000190288.1;
P67762	YHBP_ECOLI	reviewed	UPF0306 protein YhbP	yhbP b3154 JW3123	Escherichia coli (strain K12)	147	b3154 JW3123		yhbP		1 out of 5		cytosol [GO:0005829]		GO:0005829	cytosol [GO:0005829]	U18997;U00096;AP009048;	AAC76188;BAE77200;		NP_417623.1;WP_000449030.1;
P52052	YGGR_ECOLI	reviewed	Uncharacterized protein YggR	yggR b2950 JW2917	Escherichia coli (strain K12)	326	b2950 JW2917		yggR		2 out of 5		cytosol [GO:0005829]	ATP binding [GO:0005524]	GO:0005524; GO:0005829	cytosol [GO:0005829]; ATP binding [GO:0005524]	U28377;U00096;AP009048;	AAC75987;BAE77013;		NP_417425.2;WP_001326494.1;
P77318	YDEN_ECOLI	reviewed	Uncharacterized sulfatase YdeN (EC 3.1.6.-)	ydeN b1498 JW5243	Escherichia coli (strain K12)	560	b1498 JW5243		ydeN		3 out of 5		outer membrane-bounded periplasmic space [GO:0030288]	arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]	GO:0004065; GO:0030288; GO:0046872	outer membrane-bounded periplasmic space [GO:0030288]; arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]	U00096;AP009048;	AAC74571;BAA15169;		NP_416015.2;WP_001295684.1;
P38521	YGGL_ECOLI	reviewed	Uncharacterized protein YggL	yggL b2959 JW2926	Escherichia coli (strain K12)	108	b2959 JW2926		yggL		1 out of 5		cytosol [GO:0005829]		GO:0005829	cytosol [GO:0005829]	U28377;U00096;AP009048;	AAC75996;BAE77022;		NP_417434.4;WP_001107564.1;
P76462	YFAP_ECOLI	reviewed	Uncharacterized protein YfaP	yfaP b2225 JW2219	Escherichia coli (strain K12)	258	b2225 JW2219		yfaP		1 out of 5						U00096;AP009048;	AAC75285;BAE76669;		NP_416729.1;WP_001225852.1;
P77389	YDHP_ECOLI	reviewed	Inner membrane transport protein YdhP	ydhP b1657 JW1649	Escherichia coli (strain K12)	389	b1657 JW1649		ydhP		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0016021; GO:0022857	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	U00096;AP009048;	AAC74729;BAA15423;		NP_416174.1;WP_000701040.1;
P77759	YLBH_ECOLI	reviewed	Putative uncharacterized protein YlbH	ylbH b0499 JW0488	Escherichia coli (strain K12)	236	b0499 JW0488		ylbH		1 out of 5						U82664;AP009048;	BAE76278;		WP_001300714.1;
P64479	YDIZ_ECOLI	reviewed	Uncharacterized protein YdiZ	ydiZ b1724 JW1713	Escherichia coli (strain K12)	96	b1724 JW1713		ydiZ		1 out of 5	cellular response to DNA damage stimulus [GO:0006974]		endoribonuclease activity [GO:0004521]	GO:0004521; GO:0006974	endoribonuclease activity [GO:0004521]; cellular response to DNA damage stimulus [GO:0006974]	U00096;AP009048;	AAC74794;BAE76509;		NP_416238.1;WP_000146159.1;
P0ABW3	YFAE_ECOLI	reviewed	Uncharacterized ferredoxin-like protein YfaE	yfaE b2236 JW2230	Escherichia coli (strain K12)	84	b2236 JW2230		yfaE		3 out of 5	cellular protein modification process [GO:0006464]; ferredoxin metabolic process [GO:0006124]; protein repair [GO:0030091]	cytoplasm [GO:0005737]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]	GO:0005737; GO:0006124; GO:0006464; GO:0009055; GO:0030091; GO:0046872; GO:0051537	cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; cellular protein modification process [GO:0006464]; ferredoxin metabolic process [GO:0006124]; protein repair [GO:0030091]	U00096;AP009048;	AAC75296;BAA16055;		NP_416739.1;WP_000135040.1;
P0A8C8	YIDD_ECOLI	reviewed	Putative membrane protein insertion efficiency factor	yidD b4557 JW3682	Escherichia coli (strain K12)	85	b4557 JW3682		yidD		3 out of 5	protein insertion into membrane [GO:0051205]	integral component of plasma membrane [GO:0005887]	membrane insertase activity [GO:0032977]	GO:0005887; GO:0032977; GO:0051205	integral component of plasma membrane [GO:0005887]; membrane insertase activity [GO:0032977]; protein insertion into membrane [GO:0051205]	U00096;AP009048;	ABD18707;BAE77589;		WP_001307474.1;YP_588472.1;
P07021	YFIB_ECOLI	reviewed	Putative lipoprotein YfiB	yfiB b2605 JW2586	Escherichia coli (strain K12)	160	b2605 JW2586		yfiB		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	X01818;U00096;AP009048;	AAC75654;BAA16490;		NP_417096.1;WP_000589847.1;
P31130	YDEI_ECOLI	reviewed	Uncharacterized protein YdeI	ydeI b1536 JW1529	Escherichia coli (strain K12)	130	b1536 JW1529		ydeI		2 out of 5	cellular response to hydrogen peroxide [GO:0070301]; single-species biofilm formation on inanimate substrate [GO:0044011]			GO:0044011; GO:0070301	cellular response to hydrogen peroxide [GO:0070301]; single-species biofilm formation on inanimate substrate [GO:0044011]	U00096;AP009048;	AAC74609;BAA15226;		NP_416054.1;WP_000671737.1;
P0ACW6	YDCH_ECOLI	reviewed	Uncharacterized protein YdcH	ydcH b1426 JW5823	Escherichia coli (strain K12)	74	b1426 JW5823		ydcH		1 out of 5						U00096;AP009048;	AAC74508;BAA15047;		NP_415943.4;WP_001296778.1;
P0ADN6	YIFL_ECOLI	reviewed	Uncharacterized lipoprotein YifL	yifL b4558 JW3781	Escherichia coli (strain K12)	67	b4558 JW3781		yifL		2 out of 5		plasma membrane [GO:0005886]		GO:0005886	plasma membrane [GO:0005886]	U00096;AP009048;	ABD18710;BAE77492;		WP_000799889.1;YP_588473.1;
P27837	YIFK_ECOLI	reviewed	Probable transport protein YifK	yifK b3795 JW5595	Escherichia coli (strain K12)	461	b3795 JW5595		yifK		2 out of 5	amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	integral component of plasma membrane [GO:0005887]		GO:0005887; GO:0006865; GO:0055085	integral component of plasma membrane [GO:0005887]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	M87049;U00096;AP009048;	AAT48216;BAE77502;		WP_000774731.1;YP_026258.1;
P39351	YJGZ_ECOLI	reviewed	Uncharacterized protein YjgZ	yjgZ b4277 JW4236	Escherichia coli (strain K12)	109	b4277 JW4236		yjgZ		1 out of 5						U14003;U00096;AP009048;	AAC77233;BAE78271;		NP_418697.1;
P0A8X0	YJGA_ECOLI	reviewed	UPF0307 protein YjgA (x96 protein)	yjgA b4234 JW4193	Escherichia coli (strain K12)	183	b4234 JW4193		yjgA		2 out of 5		cytosol [GO:0005829]		GO:0005829	cytosol [GO:0005829]	M95096;D44452;U14003;U00096;AP009048;	AAC77191;BAE78234;		NP_418655.1;WP_000166270.1;
P45551	YHFY_ECOLI	reviewed	Uncharacterized protein YhfY	yhfY b3382 JW5696	Escherichia coli (strain K12)	120	b3382 JW5696		yhfY		1 out of 5	regulation of transcription, DNA-templated [GO:0006355]			GO:0006355	regulation of transcription, DNA-templated [GO:0006355]	U18997;U00096;AP009048;	AAC76407;BAE77909;		NP_417841.2;WP_001295165.1;
P37663	YHJY_ECOLI	reviewed	Uncharacterized protein YhjY	yhjY b3548 JW5659	Escherichia coli (strain K12)	232	b3548 JW5659		yhjY		2 out of 5		outer membrane [GO:0019867]		GO:0019867	outer membrane [GO:0019867]	U00039;U00096;AP009048;	AAC76572;BAE77747;		NP_418004.4;WP_001299523.1;
P0A8L5	YCGN_ECOLI	reviewed	UPF0260 protein YcgN	ycgN b1181 JW5180	Escherichia coli (strain K12)	153	b1181 JW5180		ycgN		1 out of 5						U00096;AP009048;	AAC74265;BAA36015;		NP_415699.5;WP_000807626.1;
P77493	YDJH_ECOLI	reviewed	Uncharacterized sugar kinase YdjH (EC 2.7.1.-)	ydjH b1772 JW5289	Escherichia coli (strain K12)	315	b1772 JW5289		ydjH		2 out of 5			kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	GO:0016301; GO:0016773	kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	U00096;AP009048;	AAC74842;BAA15563;		NP_416286.4;WP_000369231.1;
A5A621	YPFM_ECOLI	reviewed	Uncharacterized protein YpfM	ypfM b4606 JW2454.1	Escherichia coli (strain K12)	19	b4606 JW2454.1		ypfM		1 out of 5		cytoplasm [GO:0005737]		GO:0005737	cytoplasm [GO:0005737]	U00096;	ABP93450;		WP_001386977.1;YP_001165325.1;
P76613	YPJC_ECOLI	reviewed	Protein YpjC	ypjC b2650 JW5424	Escherichia coli (strain K12)	160	b2650 JW5424		ypjC		1 out of 5						U00096;AP009048;	AYC08237;BAE76776;		
P77269	YPHF_ECOLI	reviewed	ABC transporter periplasmic-binding protein YphF	yphF b2548 JW2532	Escherichia coli (strain K12)	327	b2548 JW2532		yphF		2 out of 5		outer membrane-bounded periplasmic space [GO:0030288]	carbohydrate binding [GO:0030246]	GO:0030246; GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]; carbohydrate binding [GO:0030246]	U00096;AP009048;	AAC75601;BAA16457;		NP_417043.1;WP_001142427.1;
P76239	YOAI_ECOLI	reviewed	Uncharacterized protein YoaI	yoaI b1788 JW5885	Escherichia coli (strain K12)	34	b1788 JW5885		yoaI		1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	U00096;AP009048;	AAC74858;BAE76527;		NP_416302.2;WP_000999630.1;
Q46919	YQCC_ECOLI	reviewed	Uncharacterized protein YqcC	yqcC b2792 JW2763	Escherichia coli (strain K12)	109	b2792 JW2763		yqcC		1 out of 5	single-species biofilm formation [GO:0044010]			GO:0044010	single-species biofilm formation [GO:0044010]	U29581;U00096;AP009048;	AAC75834;BAE76864;		NP_417272.1;WP_000206990.1;
P77585	YPDE_ECOLI	reviewed	Aminopeptidase YpdE (EC 3.4.11.-)	ypdE b2384 JW2381	Escherichia coli (strain K12)	345	b2384 JW2381		ypdE		4 out of 5			aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; metallopeptidase activity [GO:0008237]	GO:0004177; GO:0008237; GO:0046872; GO:0070006	aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; metallopeptidase activity [GO:0008237]	U00096;AP009048;	AAC75443;BAA16254;		NP_416885.1;WP_000366028.1;
P76356	YOEA_ECOLI	reviewed	Protein YoeA	yoeA b4582 JW1980 b1995 b1998	Escherichia coli (strain K12)	130	b4582 JW1980	b1995 b1998	yoeA		2 out of 5	siderophore transmembrane transport [GO:0044718]	intrinsic component of cell outer membrane [GO:0031230]	siderophore uptake transmembrane transporter activity [GO:0015344]	GO:0015344; GO:0031230; GO:0044718	intrinsic component of cell outer membrane [GO:0031230]; siderophore uptake transmembrane transporter activity [GO:0015344]; siderophore transmembrane transport [GO:0044718]	AP009048;	BAA15823;		
P76656	YQII_ECOLI	reviewed	Uncharacterized protein YqiI	yqiI b3048 JW5509	Escherichia coli (strain K12)	354	b3048 JW5509		yqiI		2 out of 5	response to methylglyoxal [GO:0051595]			GO:0051595	response to methylglyoxal [GO:0051595]	U00096;AP009048;	AAC76084;BAE77101;		NP_417520.1;WP_001269802.1;
P77306	YQIK_ECOLI	reviewed	Inner membrane protein YqiK	yqiK b3051 JW3023	Escherichia coli (strain K12)	553	b3051 JW3023		yqiK		2 out of 5	protein localization to plasma membrane [GO:0072659]	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005829; GO:0005886; GO:0016021; GO:0072659	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein localization to plasma membrane [GO:0072659]	U00096;AP009048;AY605712;	AAC76087;BAA16578;		NP_417523.1;WP_001311137.1;
P37909	YBGD_ECOLI	reviewed	Uncharacterized fimbrial-like protein YbgD	ybgD b0719 JW0709	Escherichia coli (strain K12)	188	b0719 JW0709		ybgD		2 out of 5	cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	pilus [GO:0009289]		GO:0009289; GO:0043709; GO:0043711	pilus [GO:0009289]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	U00096;AP009048;	AAC73813;BAA35383;		NP_415247.1;WP_000472412.1;
P37050	YADN_ECOLI	reviewed	Uncharacterized fimbrial-like protein YadN	yadN b0141 JW0137	Escherichia coli (strain K12)	194	b0141 JW0137		yadN		3 out of 5	cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	pilus [GO:0009289]		GO:0007155; GO:0009289; GO:0043709; GO:0043711	pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	U00096;AP009048;	AAC73252;BAB96717;		NP_414683.1;WP_000038438.1;
Q46844	YGHT_ECOLI	reviewed	Uncharacterized ATP-binding protein YghT	yghT b2986 JW2954	Escherichia coli (strain K12)	230	b2986 JW2954		yghT		1 out of 5			ATP binding [GO:0005524]	GO:0005524	ATP binding [GO:0005524]	U28377;U00096;AP009048;	AAC76022;BAE77047;		NP_417460.1;WP_001190781.1;
P0ADS6	YGGE_ECOLI	reviewed	Uncharacterized protein YggE	yggE b2922 JW2889	Escherichia coli (strain K12)	246	b2922 JW2889		yggE		2 out of 5	cellular response to DNA damage stimulus [GO:0006974]; cellular response to heat [GO:0034605]; cellular response to reactive oxygen species [GO:0034614]	integral component of external side of plasma membrane [GO:0071575]		GO:0006974; GO:0034605; GO:0034614; GO:0071575	integral component of external side of plasma membrane [GO:0071575]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to heat [GO:0034605]; cellular response to reactive oxygen species [GO:0034614]	U28377;U00096;AP009048;X14436;	AAC75959;BAE76986;		NP_417397.1;WP_000669834.1;
P76505	YFDF_ECOLI	reviewed	Uncharacterized protein YfdF	yfdF b2345 JW2342	Escherichia coli (strain K12)	352	b2345 JW2342		yfdF		1 out of 5						U00096;AP009048;	AAC75405;BAE76693;		NP_416847.1;WP_000937788.1;
P77561	YDEP_ECOLI	reviewed	Protein YdeP	ydeP b1501 JW1495	Escherichia coli (strain K12)	759	b1501 JW1495		ydeP		3 out of 5	response to acidic pH [GO:0010447]		4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; molybdenum ion binding [GO:0030151]	GO:0008863; GO:0010447; GO:0030151; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; molybdenum ion binding [GO:0030151]; response to acidic pH [GO:0010447]	U00096;AP009048;	AAC74574;BAA15174;		NP_416018.1;WP_000726691.1;
P76500	YFCQ_ECOLI	reviewed	Uncharacterized fimbrial-like protein YfcQ	yfcQ b2334 JW2331	Escherichia coli (strain K12)	162	b2334 JW2331		yfcQ		3 out of 5	cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	pilus [GO:0009289]		GO:0007155; GO:0009289; GO:0043709; GO:0043711	pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	U00096;AP009048;	AAC75394;BAE76691;		NP_416837.1;WP_001232541.1;
P76186	YDHK_ECOLI	reviewed	Uncharacterized transporter YdhK	ydhK b1645 JW1637	Escherichia coli (strain K12)	670	b1645 JW1637		ydhK		2 out of 5	transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0016021; GO:0022857; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]	U00096;AP009048;	AAC74717;BAA15405;		NP_416162.1;WP_000994333.1;
P39836	YFEH_ECOLI	reviewed	Putative symporter YfeH	yfeH b2410 JW5876	Escherichia coli (strain K12)	332	b2410 JW5876		yfeH		2 out of 5		plasma membrane [GO:0005886]	symporter activity [GO:0015293]	GO:0005886; GO:0015293	plasma membrane [GO:0005886]; symporter activity [GO:0015293]	U00096;AP009048;	AAC75463;BAA16281;		NP_416905.1;WP_000765610.1;
Q47702	YFEK_ECOLI	reviewed	Uncharacterized protein YfeK	yfeK b2419 JW2412	Escherichia coli (strain K12)	124	b2419 JW2412		yfeK		1 out of 5						U00096;AP009048;U53700;	AAC75472;BAA16293;		NP_416914.1;WP_000719962.1;
Q46906	YGCP_ECOLI	reviewed	Uncharacterized protein YgcP	ygcP b2768 JW2738	Escherichia coli (strain K12)	191	b2768 JW2738		ygcP		1 out of 5	glycerol metabolic process [GO:0006071]		transcription antitermination factor activity, RNA binding [GO:0001072]	GO:0001072; GO:0006071	transcription antitermination factor activity, RNA binding [GO:0001072]; glycerol metabolic process [GO:0006071]	U29579;U00096;AP009048;	AAC75810;BAE76845;		NP_417248.1;WP_001130266.1;
P64622	YHDV_ECOLI	reviewed	Uncharacterized protein YhdV	yhdV b3267 JW3235	Escherichia coli (strain K12)	73	b3267 JW3235		yhdV		1 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	U18997;U00096;AP009048;	AAC76299;BAE77308;		NP_417733.1;WP_000825639.1;
P77795	YDCT_ECOLI	reviewed	Uncharacterized ABC transporter ATP-binding protein YdcT	ydcT b1441 JW1436	Escherichia coli (strain K12)	337	b1441 JW1436		ydcT		2 out of 5		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0042626; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	U00096;AP009048;	AAC74523;BAA15070;		NP_415958.1;WP_000220396.1;
P77295	YGAV_ECOLI	reviewed	Probable HTH-type transcriptional regulator YgaV	ygaV b2667 JW2642	Escherichia coli (strain K12)	99	b2667 JW2642		ygaV		2 out of 5	regulation of transcription, DNA-templated [GO:0006355]		DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000976; GO:0003700; GO:0006355	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]	U00096;AP009048;	AAC75714;BAA16530;		NP_417153.1;WP_000137280.1;
P76061	YDAG_ECOLI	reviewed	Uncharacterized protein YdaG	ydaG b1355 JW5210	Escherichia coli (strain K12)	44	b1355 JW5210		ydaG		1 out of 5						U00096;AP009048;	AAC74437;BAE76410;		NP_415873.2;
P0ADM6	YIDX_ECOLI	reviewed	Uncharacterized protein YidX	yidX b3696 JW5858	Escherichia coli (strain K12)	218	b3696 JW5858		yidX		1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	L10328;U00096;AP009048;	AAT48200;BAE77598;		WP_000772934.1;YP_026240.1;
P75967	YMFD_ECOLI	reviewed	Uncharacterized protein YmfD	ymfD b1137 JW1123	Escherichia coli (strain K12)	221	b1137 JW1123		ymfD		1 out of 5						U00096;AP009048;	AAC74221;BAE76375;		NP_415655.1;WP_000241967.1;
P33347	YEHK_ECOLI	reviewed	Uncharacterized protein YehK	yehK b4541 JW2106	Escherichia coli (strain K12)	105	b4541 JW2106		yehK		1 out of 5						U00007;U00096;AP009048;	ABD18687;BAE76594;		WP_000636925.1;YP_588459.1;
P52645	YDBH_ECOLI	reviewed	Uncharacterized protein YdbH	ydbH b1381 JW1376	Escherichia coli (strain K12)	879	b1381 JW1376		ydbH		1 out of 5		plasma membrane [GO:0005886]		GO:0005886	plasma membrane [GO:0005886]	U00096;AP009048;	AAC74463;BAA14991;		NP_415899.1;WP_000900941.1;
Q9Z3A0	YJGW_ECOLI	reviewed	Putative uncharacterized protein YjgW	yjgW b4274 JW4233	Escherichia coli (strain K12)	111	b4274 JW4233		yjgW		1 out of 5						U14003;AP009048;	BAE78270;		
P32693	YJBL_ECOLI	reviewed	Uncharacterized protein YjbL	yjbL b4047 JW4007	Escherichia coli (strain K12)	84	b4047 JW4007		yjbL		1 out of 5						U00006;U00096;AP009048;	AAC77017;BAE78049;		NP_418471.1;WP_000912571.1;
P76319	YEDL_ECOLI	reviewed	Uncharacterized N-acetyltransferase YedL (EC 2.3.1.-)	yedL b1932 JW1917	Escherichia coli (strain K12)	159	b1932 JW1917		yedL		2 out of 5			N-acetyltransferase activity [GO:0008080]	GO:0008080	N-acetyltransferase activity [GO:0008080]	U00096;AP009048;	AAC74999;BAE76552;		NP_416442.1;WP_000494172.1;
P0A8A2	YEEN_ECOLI	reviewed	Probable transcriptional regulatory protein YeeN	yeeN b1983 JW1964	Escherichia coli (strain K12)	238	b1983 JW1964		yeeN		2 out of 5	regulation of transcription, DNA-templated [GO:0006355]	cytosol [GO:0005829]	DNA binding [GO:0003677]	GO:0003677; GO:0005829; GO:0006355	cytosol [GO:0005829]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	U00096;AP009048;	AAC75047;BAA15803;		NP_416490.1;WP_000532923.1;
P0ADX1	YHFA_ECOLI	reviewed	Protein YhfA	yhfA b3356 JW3319	Escherichia coli (strain K12)	134	b3356 JW3319		yhfA		1 out of 5						X61919;U18997;U00096;AP009048;	AAC76381;BAE77934;		NP_417815.1;WP_001148908.1;
P37635	YHIS_ECOLI	reviewed	Putative uncharacterized protein YhiS	yhiS b3504 JW3471	Escherichia coli (strain K12)	260	b3504 JW3471		yhiS		1 out of 5						U00039;AP009048;	BAE77790;		WP_000020601.1;
P39410	YJJJ_ECOLI	reviewed	Toxin YjjJ (Putative DNA-binding transcriptional regulator YjjJ) (Putative serine/threonine kinase toxin YjjJ) (EC 2.-.-.-)	yjjJ b4385 JW4348	Escherichia coli (strain K12)	443	b4385 JW4348		yjjJ		3 out of 5		cytosol [GO:0005829]	DNA binding [GO:0003677]; protein serine/threonine kinase activity [GO:0004674]; toxin activity [GO:0090729]	GO:0003677; GO:0004674; GO:0005829; GO:0090729	cytosol [GO:0005829]; DNA binding [GO:0003677]; protein serine/threonine kinase activity [GO:0004674]; toxin activity [GO:0090729]	U14003;U00096;AP009048;X05629;	AAC77338;BAE78374;		NP_418802.1;WP_001293115.1;
P39391	YJIT_ECOLI	reviewed	Protein YjiT	yjiT b4342 JW5787	Escherichia coli (strain K12)	521	b4342 JW5787		yjiT		1 out of 5						U14003;U00096;AP009048;	AYC08262;BAE78334;		
P77704	YDJI_ECOLI	reviewed	Uncharacterized protein YdjI	ydjI b1773 JW1762	Escherichia coli (strain K12)	278	b1773 JW1762		ydjI		1 out of 5	carbohydrate metabolic process [GO:0005975]	cytosol [GO:0005829]	tagatose-bisphosphate aldolase activity [GO:0009025]; zinc ion binding [GO:0008270]	GO:0005829; GO:0005975; GO:0008270; GO:0009025	cytosol [GO:0005829]; tagatose-bisphosphate aldolase activity [GO:0009025]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]	U00096;AP009048;	AAC74843;BAA15564;		NP_416287.1;WP_000878893.1;
P0AF56	YJCO_ECOLI	reviewed	Sel1-repeat-containing protein YjcO	yjcO b4078 JW4039	Escherichia coli (strain K12)	229	b4078 JW4039		yjcO		1 out of 5			enzyme activator activity [GO:0008047]	GO:0008047	enzyme activator activity [GO:0008047]	U00006;U00096;AP009048;	AAD13461;BAE78080;		NP_418502.1;WP_000719886.1;
Q2EET2	YPFN_ECOLI	reviewed	UPF0370 protein YpfN	ypfN b4547 JW2457	Escherichia coli (strain K12)	66	b4547 JW2457		ypfN		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	U00096;AP009048;X57403;	ABD18697;BAA16347;		WP_000383836.1;YP_588465.1;
P76586	YPHH_ECOLI	reviewed	Uncharacterized protein YphH	yphH b2550 JW5406	Escherichia coli (strain K12)	397	b2550 JW5406		yphH		1 out of 5						U00096;AP009048;	AAC75603;BAA16458;		NP_417045.4;WP_001200769.1;
