Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
O34518	MELC_BACSU	reviewed	Melibiose/raffinose/stachyose import permease protein MelC	melC amyC BSU30290	Bacillus subtilis (strain 168)	276	BSU30290		melC	amyC	4 out of 5	polysaccharide transport [GO:0015774]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0015774; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; polysaccharide transport [GO:0015774]; transmembrane transport [GO:0055085]	AF008220;AL009126;	CAB15007;		NP_390907.1;WP_004398630.1;
P42177	NARI_BACSU	reviewed	Nitrate reductase gamma chain (EC 1.7.5.1)	narI BSU37250	Bacillus subtilis (strain 168)	223	BSU37250		narI		3 out of 5	anaerobic electron transport chain [GO:0019645]; nitrate assimilation [GO:0042128]	integral component of membrane [GO:0016021]; nitrate reductase complex [GO:0009325]; plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrate reductase activity [GO:0008940]	GO:0005886; GO:0008940; GO:0009055; GO:0009325; GO:0016021; GO:0019645; GO:0020037; GO:0042128; GO:0046872	integral component of membrane [GO:0016021]; nitrate reductase complex [GO:0009325]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrate reductase activity [GO:0008940]; anaerobic electron transport chain [GO:0019645]; nitrate assimilation [GO:0042128]	Z49884;AL009126;X85014;X91819;	CAB15753;		NP_391606.1;WP_003242665.1;
P54455	NADD_BACSU	reviewed	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD yqeJ BSU25640	Bacillus subtilis (strain 168)	189	BSU25640		nadD	yqeJ	3 out of 5	NAD biosynthetic process [GO:0009435]		ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]	GO:0000309; GO:0004515; GO:0005524; GO:0009435	ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; NAD biosynthetic process [GO:0009435]	D84432;AL009126;	CAB14506;		NP_390442.1;WP_004398676.1;
O05254	NUPP_BACSU	reviewed	Guanosine ABC transporter permease protein NupP	nupP yufP BSU31560	Bacillus subtilis (strain 168)	348	BSU31560		nupP	yufP	2 out of 5		integral component of plasma membrane [GO:0005887]	transmembrane transporter activity [GO:0022857]	GO:0005887; GO:0022857	integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]	Z93937;AL009126;	CAB15145;		NP_391034.1;WP_003243735.1;
P39775	OPUBD_BACSU	reviewed	Choline transport system permease protein OpuBD	opuBD proZ BSU33700	Bacillus subtilis (strain 168)	226	BSU33700		opuBD	proZ	4 out of 5	amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0006865; GO:0016021; GO:0022857; GO:0031460	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]	U38418;AF008930;AL009126;M99263;	CAB15375;		NP_391250.1;WP_003228374.1;
P21341	PAIB_BACSU	reviewed	Protease synthase and sporulation protein PAI 2	paiB yumE BSU32140	Bacillus subtilis (strain 168)	207	BSU32140		paiB	yumE	2 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	M36471;AL009126;Z93939;	CAB15204;		NP_391094.2;WP_003244329.1;
P10944	HUTH_BACSU	reviewed	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	hutH BSU39350	Bacillus subtilis (strain 168)	508	BSU39350		hutH		3 out of 5	histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	cytoplasm [GO:0005737]	ammonia-lyase activity [GO:0016841]; histidine ammonia-lyase activity [GO:0004397]	GO:0004397; GO:0005737; GO:0006548; GO:0016841; GO:0019556; GO:0019557	cytoplasm [GO:0005737]; ammonia-lyase activity [GO:0016841]; histidine ammonia-lyase activity [GO:0004397]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	M20659;D31856;AL009126;	CAB15971;		NP_391814.1;WP_003243255.1;
P17889	IF2_BACSU	reviewed	Translation initiation factor IF-2	infB BSU16630	Bacillus subtilis (strain 168)	716	BSU16630		infB		3 out of 5	translational initiation [GO:0006413]	cytoplasm [GO:0005737]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0006413	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]; translational initiation [GO:0006413]	M34836;Z18631;AL009126;	CAB13536;		NP_389545.1;
P54576	MCPC_BACSU	reviewed	Methyl-accepting chemotaxis protein McpC	mcpC prg71 BSU13950	Bacillus subtilis (strain 168)	655	BSU13950		mcpC	prg71	3 out of 5	positive chemotaxis [GO:0050918]; signal transduction [GO:0007165]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0007165; GO:0016021; GO:0050918	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; positive chemotaxis [GO:0050918]; signal transduction [GO:0007165]	X97385;AL009126;	CAB13268;		NP_389278.2;WP_003245443.1;
O34619	LMRA_BACSU	reviewed	HTH-type transcriptional regulator LmrA	lmrA yccB BSU02680	Bacillus subtilis (strain 168)	188	BSU02680		lmrA	yccB	2 out of 5			DNA binding [GO:0003677]	GO:0003677	DNA binding [GO:0003677]	AB000617;AL009126;	CAB12062;		NP_388150.1;WP_003246449.1;
P37474	MFD_BACSU	reviewed	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd BSU00550	Bacillus subtilis (strain 168)	1177	BSU00550		mfd		3 out of 5	regulation of transcription, DNA-templated [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA translocase activity [GO:0015616]; helicase activity [GO:0004386]; RNA polymerase core enzyme binding [GO:0043175]	GO:0000716; GO:0003677; GO:0003684; GO:0004386; GO:0005524; GO:0005737; GO:0006355; GO:0015616; GO:0043175	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA translocase activity [GO:0015616]; helicase activity [GO:0004386]; RNA polymerase core enzyme binding [GO:0043175]; regulation of transcription, DNA-templated [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]	D26185;AL009126;	CAB11831;		NP_387936.1;WP_003243453.1;
P54544	MISCB_BACSU	reviewed	Membrane protein insertase MisCB (Foldase YidC 1) (Membrane integrase YidC 1) (Membrane protein YidC 1)	misCB yqjG BSU23890	Bacillus subtilis (strain 168)	275	BSU23890		misCB	yqjG	4 out of 5	protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]	integral component of plasma membrane [GO:0005887]	membrane insertase activity [GO:0032977]	GO:0005887; GO:0015031; GO:0032977; GO:0051205	integral component of plasma membrane [GO:0005887]; membrane insertase activity [GO:0032977]; protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]	D84432;AL009126;	CAB14320;		NP_390269.1;WP_003230359.1;
O31703	MOEA_BACSU	reviewed	Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1)	moeA BSU14280	Bacillus subtilis (strain 168)	430	BSU14280		moeA		3 out of 5	molybdenum incorporation into molybdenum-molybdopterin complex [GO:0018315]; molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	metal ion binding [GO:0046872]; molybdopterin adenylyltransferase activity [GO:0061598]; molybdopterin molybdotransferase activity [GO:0061599]	GO:0005737; GO:0005829; GO:0006777; GO:0018315; GO:0032324; GO:0046872; GO:0061598; GO:0061599	cytoplasm [GO:0005737]; cytosol [GO:0005829]; metal ion binding [GO:0046872]; molybdopterin adenylyltransferase activity [GO:0061598]; molybdopterin molybdotransferase activity [GO:0061599]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; molybdenum incorporation into molybdenum-molybdopterin complex [GO:0018315]; molybdopterin cofactor biosynthetic process [GO:0032324]	AF012285;AL009126;	CAB13301;		NP_389311.1;WP_003232372.1;
P42404	PHI_BACSU	reviewed	3-hexulose-6-phosphate isomerase (EC 5.3.1.27) (6-phospho-3-hexuloisomerase) (PHI)	hxlB yckF BSU03450	Bacillus subtilis (strain 168)	185	BSU03450		hxlB	yckF	4 out of 5	carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]; formaldehyde assimilation via ribulose monophosphate cycle [GO:0019647]; response to toxic substance [GO:0009636]		carbohydrate derivative binding [GO:0097367]; hexulose-6-phosphate isomerase activity [GO:0043800]	GO:0005975; GO:0009636; GO:0019647; GO:0043800; GO:0097367; GO:1901135	carbohydrate derivative binding [GO:0097367]; hexulose-6-phosphate isomerase activity [GO:0043800]; carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]; formaldehyde assimilation via ribulose monophosphate cycle [GO:0019647]; response to toxic substance [GO:0009636]	D30762;D50453;AL009126;	CAB12139;		NP_388227.1;WP_003246343.1;
P42094	PHYT_BACSU	reviewed	3-phytase (EC 3.1.3.8) (Myo-inositol-hexaphosphate 3-phosphohydrolase) (Phytate 3-phosphatase)	phy yodV yzxA BSU19800	Bacillus subtilis (strain 168)	382	BSU19800		phy	yodV yzxA	2 out of 5		extracellular region [GO:0005576]	3-phytase activity [GO:0016158]	GO:0005576; GO:0016158	extracellular region [GO:0005576]; 3-phytase activity [GO:0016158]	AF015775;AF006665;AL009126;U18421;	CAB13871;		NP_389861.1;WP_003230820.1;
O34411	HIS9_BACSU	reviewed	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	hisK hisJ BSU29620	Bacillus subtilis (strain 168)	268	BSU29620		hisK	hisJ	2 out of 5	histidine biosynthetic process [GO:0000105]		histidinol-phosphatase activity [GO:0004401]	GO:0000105; GO:0004401	histidinol-phosphatase activity [GO:0004401]; histidine biosynthetic process [GO:0000105]	AF008220;AL009126;	CAB14940;		NP_390840.1;WP_003229318.1;
P42959	LEPU_BACSU	reviewed	Signal peptidase I U (SPase I) (EC 3.4.21.89) (Leader peptidase I)	sipU ycsB BSU04010	Bacillus subtilis (strain 168)	187	BSU04010		sipU	ycsB	3 out of 5	signal peptide processing [GO:0006465]	integral component of plasma membrane [GO:0005887]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005887; GO:0006465	integral component of plasma membrane [GO:0005887]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	D38161;D50453;AL009126;	CAB12209;		NP_388283.1;WP_003234434.1;
O32167	METQ_BACSU	reviewed	Methionine-binding lipoprotein MetQ	metQ yusA BSU32730	Bacillus subtilis (strain 168)	274	BSU32730		metQ	yusA	2 out of 5	amino acid transport [GO:0006865]	plasma membrane [GO:0005886]		GO:0005886; GO:0006865	plasma membrane [GO:0005886]; amino acid transport [GO:0006865]	AL009126;	CAB15262;		NP_391152.1;WP_003228595.1;
Q01463	MINC_BACSU	reviewed	Septum site-determining protein MinC	minC BSU28000	Bacillus subtilis (strain 168)	226	BSU28000		minC		3 out of 5	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; negative regulation of protein polymerization [GO:0032272]; regulation of cell septum assembly [GO:1901891]			GO:0000902; GO:0000917; GO:0032272; GO:1901891	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; negative regulation of protein polymerization [GO:0032272]; regulation of cell septum assembly [GO:1901891]	M95582;Z15113;M96343;AL009126;	CAB14760;		NP_390678.1;WP_004398901.1;
Q03522	MURD_BACSU	reviewed	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD BSU15200	Bacillus subtilis (strain 168)	451	BSU15200		murD		3 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008764; GO:0009252; GO:0051301; GO:0071555	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	Z15056;AL009126;X64258;	CAB13393;		NP_389403.1;WP_003232189.1;
P46903	NATA_BACSU	reviewed	ABC transporter ATP-binding protein NatA (ABC-type Na(+) transporter) (EC 7.2.2.4)	natA BSU02750	Bacillus subtilis (strain 168)	246	BSU02750		natA		3 out of 5			ATP binding [GO:0005524]; P-type sodium transporter activity [GO:0008554]	GO:0005524; GO:0008554	ATP binding [GO:0005524]; P-type sodium transporter activity [GO:0008554]	U30873;AB000617;AL009126;	CAB12069;		NP_388157.1;WP_003234757.1;
P12011	GNTK_BACSU	reviewed	Gluconokinase (EC 2.7.1.12) (Gluconate kinase)	gntK BSU40060	Bacillus subtilis (strain 168)	513	BSU40060		gntK		3 out of 5	D-gluconate catabolic process [GO:0046177]		ATP binding [GO:0005524]; gluconokinase activity [GO:0046316]	GO:0005524; GO:0046177; GO:0046316	ATP binding [GO:0005524]; gluconokinase activity [GO:0046316]; D-gluconate catabolic process [GO:0046177]	J02584;AB005554;AL009126;	CAB16043;		NP_391886.1;WP_009968422.1;
O07637	GLSA2_BACSU	reviewed	Glutaminase 2 (EC 3.5.1.2)	glsA2 ylaM BSU14830	Bacillus subtilis (strain 168)	309	BSU14830		glsA2	ylaM	3 out of 5	glutamate biosynthetic process [GO:0006537]; glutamine catabolic process [GO:0006543]		glutaminase activity [GO:0004359]	GO:0004359; GO:0006537; GO:0006543	glutaminase activity [GO:0004359]; glutamate biosynthetic process [GO:0006537]; glutamine catabolic process [GO:0006543]	Z97025;AL009126;	CAB13356;		NP_389366.1;WP_003245206.1;
O07534	KHTS_BACSU	reviewed	K(+)/H(+) antiporter modulator KhtS	khtS yhaS BSU09870	Bacillus subtilis (strain 168)	112	BSU09870		khtS	yhaS	2 out of 5		plasma membrane [GO:0005886]		GO:0005886	plasma membrane [GO:0005886]	Y14080;AL009126;	CAB12827;		NP_388868.1;WP_010886463.1;
P71013	LEPT_BACSU	reviewed	Signal peptidase I T (SPase I) (EC 3.4.21.89) (Leader peptidase I)	sipT BSU14410	Bacillus subtilis (strain 168)	193	BSU14410		sipT		3 out of 5	signal peptide processing [GO:0006465]	integral component of plasma membrane [GO:0005887]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005887; GO:0006465	integral component of plasma membrane [GO:0005887]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	U45883;AF012285;AL009126;	CAB13314;		NP_389324.1;WP_003232348.1;
P23053	LPTR_BACSU	reviewed	Tetracycline resistance leader peptide	tetL BSU40780	Bacillus subtilis (strain 168)	20	BSU40780		tetL		1 out of 5	response to antibiotic [GO:0046677]			GO:0046677	response to antibiotic [GO:0046677]	X08034;X58999;AL009126;	CAB16115;		
P23966	MENB_BACSU	reviewed	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB BSU30800	Bacillus subtilis (strain 168)	271	BSU30800		menB		4 out of 5	menaquinone biosynthetic process [GO:0009234]	cytosol [GO:0005829]	1,4-dihydroxy-2-naphthoyl-CoA synthase activity [GO:0008935]; bicarbonate binding [GO:0071890]	GO:0005829; GO:0008935; GO:0009234; GO:0071890	cytosol [GO:0005829]; 1,4-dihydroxy-2-naphthoyl-CoA synthase activity [GO:0008935]; bicarbonate binding [GO:0071890]; menaquinone biosynthetic process [GO:0009234]	M74521;M74538;AF008220;AL009126;	CAB15058;		NP_390958.1;WP_003229054.1;
P23971	MENE_BACSU	reviewed	2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)	menE BSU30790	Bacillus subtilis (strain 168)	486	BSU30790		menE		3 out of 5	menaquinone biosynthetic process [GO:0009234]		ATP binding [GO:0005524]; CoA-ligase activity [GO:0016405]; o-succinylbenzoate-CoA ligase activity [GO:0008756]	GO:0005524; GO:0008756; GO:0009234; GO:0016405	ATP binding [GO:0005524]; CoA-ligase activity [GO:0016405]; o-succinylbenzoate-CoA ligase activity [GO:0008756]; menaquinone biosynthetic process [GO:0009234]	M74521;M74538;AF008220;AL009126;	CAB15057;		NP_390957.1;WP_003229056.1;
O34706	MELD_BACSU	reviewed	Melibiose/raffinose/stachyose import permease protein MelD	melD amyD BSU30280	Bacillus subtilis (strain 168)	303	BSU30280		melD	amyD	4 out of 5	polysaccharide transport [GO:0015774]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0015774; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; polysaccharide transport [GO:0015774]; transmembrane transport [GO:0055085]	AF008220;AL009126;	CAB15006;		NP_390906.1;WP_009968010.1;
C0H3X7	MPRF_BACSU	reviewed	Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthase) (LPG synthase)	mprF yfiW yfiX BSU08425 BSU08420 BSU08430	Bacillus subtilis (strain 168)	856	BSU08425	BSU08420 BSU08430	mprF	yfiW yfiX	4 out of 5	lipid metabolic process [GO:0006629]; phospholipid homeostasis [GO:0055091]; response to antibiotic [GO:0046677]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	lysyltransferase activity [GO:0050071]; transferase activity, transferring amino-acyl groups [GO:0016755]	GO:0005886; GO:0006629; GO:0016021; GO:0016755; GO:0046677; GO:0050071; GO:0055091	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; lysyltransferase activity [GO:0050071]; transferase activity, transferring amino-acyl groups [GO:0016755]; lipid metabolic process [GO:0006629]; phospholipid homeostasis [GO:0055091]; response to antibiotic [GO:0046677]	D85082;D85082;AL009126;	CAX52582;		WP_003242495.1;YP_003097695.1;
O31824	NRNB_BACSU	reviewed	Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)	nrnB yngD BSU18200	Bacillus subtilis (strain 168)	399	BSU18200		nrnB	yngD	3 out of 5		cytoplasm [GO:0005737]	exonuclease activity [GO:0004527]	GO:0004527; GO:0005737	cytoplasm [GO:0005737]; exonuclease activity [GO:0004527]	AL009126;	CAB13703;		NP_389702.1;WP_003245472.1;
P08164	NADE_BACSU	reviewed	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)	nadE outB BSU03130	Bacillus subtilis (strain 168)	272	BSU03130		nadE	outB	5 out of 5	NAD biosynthetic process [GO:0009435]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435; GO:0030435; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]; NAD biosynthetic process [GO:0009435]; sporulation resulting in formation of a cellular spore [GO:0030435]	M15811;D50453;AL009126;	CAB12107;		NP_388195.1;WP_003246440.1;
P46904	NATB_BACSU	reviewed	ABC transporter permease protein NatB (ABC-type Na(+) transporter) (EC 7.2.2.4)	natB BSU02760	Bacillus subtilis (strain 168)	386	BSU02760		natB		3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	P-type sodium transporter activity [GO:0008554]	GO:0005886; GO:0008554; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; P-type sodium transporter activity [GO:0008554]	U30873;AL009126;	CAB12070;		NP_388158.1;WP_003246346.1;
P37562	PKN1_BACSU	reviewed	Probable serine/threonine-protein kinase YabT (EC 2.7.11.1)	yabT BSU00660	Bacillus subtilis (strain 168)	338	BSU00660		yabT		4 out of 5			ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0106310; GO:0106311	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	D26185;AL009126;	CAB11842;		NP_387947.2;WP_009966278.1;
O31855	NORM_BACSU	reviewed	Probable multidrug resistance protein NorM (Multidrug-efflux transporter)	norM yojI BSU19440	Bacillus subtilis (strain 168)	452	BSU19440		norM	yojI	3 out of 5	ion transport [GO:0006811]; response to antibiotic [GO:0046677]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	antiporter activity [GO:0015297]; transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0005886; GO:0006811; GO:0015297; GO:0016020; GO:0016021; GO:0022857; GO:0042910; GO:0046677	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]; ion transport [GO:0006811]; response to antibiotic [GO:0046677]	AF026147;AL009126;	CAB13836;		NP_389826.1;WP_003231218.1;
O34777	OHRR_BACSU	reviewed	Organic hydroperoxide resistance transcriptional regulator	ohrR ykmA BSU13150	Bacillus subtilis (strain 168)	147	BSU13150		ohrR	ykmA	5 out of 5	regulation of transcription, DNA-templated [GO:0006355]	cytoplasm [GO:0005737]	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000976; GO:0003700; GO:0005737; GO:0006355	cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]	AJ002571;AL009126;	CAB13172;		NP_389198.1;WP_003245653.1;
O34368	GUTA_BACSU	reviewed	Probable glucitol transport protein GutA	gutA ydjD BSU06160	Bacillus subtilis (strain 168)	463	BSU06160		gutA	ydjD	2 out of 5	carbohydrate transport [GO:0008643]; organic substance transport [GO:0071702]; sodium ion transport [GO:0006814]	integral component of plasma membrane [GO:0005887]	symporter activity [GO:0015293]	GO:0005887; GO:0006814; GO:0008643; GO:0015293; GO:0071702	integral component of plasma membrane [GO:0005887]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]; organic substance transport [GO:0071702]; sodium ion transport [GO:0006814]	AB007638;AL009126;	CAB12435;		NP_388497.1;WP_003242688.1;
P94531	IABF1_BACSU	reviewed	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1 (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase) (Arabinosidase)	abfA BSU28720	Bacillus subtilis (strain 168)	500	BSU28720		abfA		5 out of 5	arabinan catabolic process [GO:0031222]; L-arabinose metabolic process [GO:0046373]; polysaccharide catabolic process [GO:0000272]	cytoplasm [GO:0005737]	alpha-L-arabinofuranosidase activity [GO:0046556]	GO:0000272; GO:0005737; GO:0031222; GO:0046373; GO:0046556	cytoplasm [GO:0005737]; alpha-L-arabinofuranosidase activity [GO:0046556]; arabinan catabolic process [GO:0031222]; L-arabinose metabolic process [GO:0046373]; polysaccharide catabolic process [GO:0000272]	X89810;Z75208;AL009126;	CAB14832;		NP_390750.2;
P50847	KDGT_BACSU	reviewed	2-keto-3-deoxygluconate permease (KDG permease)	kdgT BSU22090	Bacillus subtilis (strain 168)	330	BSU22090		kdgT		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	2-keto-3-deoxygluconate:proton symporter activity [GO:0015649]	GO:0005886; GO:0015649; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; 2-keto-3-deoxygluconate:proton symporter activity [GO:0015649]	L47838;AL009126;	CAB14126;		NP_390091.1;WP_003230734.1;
P39154	MNTP_BACSU	reviewed	Putative manganese efflux pump MntP	mntP ywlD BSU36940 ipc-30d	Bacillus subtilis (strain 168)	185	BSU36940	ipc-30d	mntP	ywlD	2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	manganese ion transmembrane transporter activity [GO:0005384]	GO:0005384; GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; manganese ion transmembrane transporter activity [GO:0005384]	Z38002;AL009126;	CAB15711;		NP_391575.1;WP_003227661.1;
O31704	MOBB_BACSU	reviewed	Probable molybdopterin-guanine dinucleotide biosynthesis adapter protein (MGD biosynthesis adapter protein) (Molybdenum cofactor biosynthesis adapter protein) (Moco biosynthesis adapter protein)	mobB BSU14290	Bacillus subtilis (strain 168)	173	BSU14290		mobB		2 out of 5	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		GTP binding [GO:0005525]	GO:0005525; GO:0006777	GTP binding [GO:0005525]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	AF012285;AL009126;	CAB13302;		NP_389312.1;WP_003232370.1;
